ticker,company,sector,industry,country,market_cap_usd,market_cap_fmt,pe_num,price_num,change_pct,volume_num
CTBI,"Community Trust Bancorp, Inc",Financials,Banks - Regional,USA,1138220000,1.1382B,11.56,62.83,0,0
CTEV,Claritev Corp,Healthcare,Health Information Services,USA,459080000,459.0800M,,27.78,0,0
CTGO,Contango Ore Inc,Materials,Gold,USA,429280000,429.2800M,,27.71,0,0
CTKB,Cytek BioSciences Inc,Healthcare,Medical Devices,USA,659780000,659.7800M,,5.16,0,120
CTLP,Cantaloupe Inc,Technology,Software - Infrastructure,USA,795190000,795.1900M,13.54,10.79,0,0
CTMX,CytomX Therapeutics Inc,Healthcare,Biotechnology,USA,1031860000,1.0319B,14.56,6.09,0,0
CTNM,Contineum Therapeutics Inc,Healthcare,Biotechnology,USA,525290000,525.2900M,,14.38,0,0
CTOS,Custom Truck One Source Inc,Industrials,Rental & Leasing Services,USA,1493030000,1.4930B,,6.59,0,0
CTRA,Coterra Energy Inc,Energy,Oil & Gas E&P,USA,21280500000,21.2805B,12.89,27.95,0.5,3263
CTRI,Centuri Holdings Inc,Utilities,Utilities - Regulated Gas,USA,2770300000,2.7703B,993.57,27.82,0,0
CTRN,Citi Trends Inc,Consumer Discretionary,Apparel Retail,USA,368530000,368.5300M,,44.16,0,0
CTS,CTS Corp,Technology,Electronic Components,USA,1543260000,1.5433B,27,53.12,0,0
CTSH,Cognizant Technology Solutions Corp,Technology,Information Technology Services,USA,39938990000,39.9390B,19.18,82.75,-0.19,300
CTVA,Corteva Inc,Materials,Agricultural Inputs,USA,49328440000,49.3284B,31.17,73,-0.27,79
CUB,Lionheart Holdings,Financials,Shell Companies,USA,327830000,327.8300M,38.54,10.7,0,0
CUBI,Customers Bancorp Inc,Financials,Banks - Regional,USA,2719100000,2.7191B,12.83,79.58,0,0
CVBF,CVB Financial Corp,Financials,Banks - Regional,USA,2726620000,2.7266B,13.31,20.11,0,0
CVCO,Cavco Industries Inc,Consumer Discretionary,Residential Construction,USA,3635590000,3.6356B,20.22,465.8,0,0
CVGW,"Calavo Growers, Inc",Consumer Staples,Food Distribution,USA,453470000,453.4700M,22.88,25.37,0,0
CVI,CVR Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,2260930000,2.2609B,13.7,22.49,0,0
CVLG,Covenant Logistics Group Inc,Industrials,Trucking,USA,678530000,678.5300M,126.77,27.09,0,0
CVLT,Commvault Systems Inc,Technology,Software - Application,USA,3886890000,3.8869B,45.81,88.39,1.19,51
CVNA,Carvana Co,Consumer Discretionary,Auto & Truck Dealerships,USA,89562130000,89.5621B,93.79,411.7,0.93,1114
CVS,CVS Health Corp,Healthcare,Healthcare Plans,USA,95588270000,95.5883B,196.76,75.3,-0.16,715
CVX,Chevron Corp,Energy,Oil & Gas Integrated,USA,3.50856E+11,350.8561B,26.2,174.25,0.13,12527
CW,Curtiss-Wright Corp,Industrials,Aerospace & Defense,USA,24484390000,24.4844B,54.09,663.99,0,0
CWAN,Clearwater Analytics Holdings Inc,Technology,Software - Application,USA,7067570000,7.0676B,15.76,24.11,0.12,119
CWBC,Community West Bancshares,Financials,Banks - Regional,USA,475940000,475.9400M,12.44,24.84,0,0
CWEN,Clearway Energy Inc,Utilities,Utilities - Renewable,USA,7183270000,7.1833B,15.23,35.63,0,0
CWEN-A,Clearway Energy Inc,Utilities,Utilities - Renewable,USA,7183270000,7.1833B,14.28,33.4,0,0
CWH,Camping World Holdings Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,1346080000,1.3461B,,13.16,0,0
CWST,"Casella Waste Systems, Inc",Industrials,Waste Management,USA,6501080000,6.5011B,426.8,102.39,0,0
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA,2652410000,2.6524B,19.46,44.51,0,0
CXM,Sprinklr Inc,Technology,Software - Application,USA,1551660000,1.5517B,14.87,6.29,0,0
CXT,Crane NXT Co,Industrials,Specialty Industrial Machinery,USA,2904410000,2.9044B,18.94,50.58,0,0
CXW,CoreCivic Inc,Industrials,Security & Protection Services,USA,1935860000,1.9359B,18.47,18.51,0,0
CYH,"Community Health Systems, Inc",Healthcare,Medical Care Facilities,USA,432180000,432.1800M,1.29,3.12,-2.19,76
CYRX,CryoPort Inc,Industrials,Integrated Freight & Logistics,USA,481660000,481.6600M,,9.62,0,0
CYTK,Cytokinetics Inc,Healthcare,Biotechnology,USA,7966780000,7.9668B,,65.16,0,0
CZFS,"Citizens Financial Services, Inc",Financials,Banks - Regional,USA,314140000,314.1400M,8.58,65.36,0,0
CZNC,Citizens & Northern Corp,Financials,Banks - Regional,USA,404100000,404.1000M,15.39,22.7,0,0
CZR,Caesars Entertainment Inc,Consumer Discretionary,Resorts & Casinos,USA,4233200000,4.2332B,,20.74,0.73,157
D,Dominion Energy Inc,Utilities,Utilities - Regulated Electric,USA,51260410000,51.2604B,20.43,60.03,0,85
DAKT,Daktronics Inc,Technology,Electronic Components,USA,1148500000,1.1485B,173.75,23.56,0,0
DAL,"Delta Air Lines, Inc",Industrials,Airlines,USA,45341740000,45.3417B,9.06,69.44,0.52,3485
DAN,Dana Inc,Consumer Discretionary,Auto Parts,USA,3444370000,3.4444B,66.73,29.48,0,0
DAR,Darling Ingredients Inc,Consumer Staples,Packaged Foods,USA,7469550000,7.4695B,70.67,47.22,-0.27,67
DASH,DoorDash Inc,Consumer Discretionary,Internet Retail,USA,89397710000,89.3977B,105.23,207.42,-0.12,467
DAVE,Dave Inc,Technology,Software - Application,USA,2376720000,2.3767B,17.44,176,0.73,469
DAWN,Day One Biopharmaceuticals Inc,Healthcare,Biotechnology,USA,1215600000,1.2156B,,11.5,0,0
DAY,Dayforce Inc,Technology,Software - Application,USA,11181640000,11.1816B,,69.87,1.38,412512
DBD,Diebold Nixdorf Inc,Technology,Software - Application,USA,2548720000,2.5487B,52.09,71.06,0,0
DBI,Designer Brands Inc,Consumer Discretionary,Footwear & Accessories,USA,332070000,332.0700M,,6.69,0,0
DBRG,DigitalBridge Group Inc,Financials,Asset Management,USA,2911780000,2.9118B,217.61,15.45,0.06,145
DBX,Dropbox Inc,Technology,Software - Infrastructure,USA,6425980000,6.4260B,14.54,25.66,0,0
DC,Dakota Gold Corp,Materials,Gold,USA,705620000,705.6200M,,6.23,5.77,8672
DCI,Donaldson Co. Inc,Industrials,Specialty Industrial Machinery,USA,11668610000,11.6686B,31.57,101.17,0,0
DCO,Ducommun Inc,Industrials,Aerospace & Defense,USA,1719090000,1.7191B,,115.02,0,0
DCOM,Dime Community Bancshares Inc,Financials,Banks - Regional,USA,1552100000,1.5521B,15.02,35.36,0,0
DCTH,Delcath Systems Inc,Healthcare,Medical Devices,USA,352430000,352.4300M,1160.47,9.98,0,0
DD,DuPont de Nemours Inc,Materials,Specialty Chemicals,USA,18619260000,18.6193B,,44.44,0.02,243
DDOG,Datadog Inc,Technology,Software - Application,USA,45257560000,45.2576B,437.2,129.06,0.01,3839
DDS,Dillard's Inc,Consumer Discretionary,Department Stores,USA,9880040000,9.8800B,17.17,632.81,0,0
DE,Deere & Co,Industrials,Farm & Heavy Construction Machinery,USA,1.44279E+11,144.2794B,28.76,532.25,0,0
DEC,Diversified Energy Co,Energy,Oil & Gas Integrated,USA,1038650000,1.0387B,,12.99,0,0
DECK,Deckers Outdoor Corp,Consumer Discretionary,Footwear & Accessories,USA,16899120000,16.8991B,16.39,115.95,-0.26,843
DELL,Dell Technologies Inc,Technology,Computer Hardware,USA,78966100000,78.9661B,15.89,119.16,0,7532
DFH,Dream Finders Homes Inc,Consumer Discretionary,Residential Construction,USA,1669590000,1.6696B,6.54,18,0.28,24
DFIN,Donnelley Financial Solutions Inc,Technology,Software - Application,USA,1367720000,1.3677B,49.13,51.54,0,0
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc,Financials,Closed-End Fund - Debt,USA,440750000,440.7500M,10.32,21.46,0,0
DFTX,Definium Therapeutics Inc,Healthcare,Biotechnology,USA,1811580000,1.8116B,,18.39,0.88,615
DG,Dollar General Corp,Consumer Staples,Discount Stores,USA,31589260000,31.5893B,24.78,143.51,0,295
DGICA,Donegal Group Inc,Financials,Insurance - Property & Casualty,USA,682060000,682.0600M,7.81,18.94,0,0
DGII,"Digi International, Inc",Technology,Communication Equipment,USA,1691520000,1.6915B,41.52,45,0,0
DGX,"Quest Diagnostics, Inc",Healthcare,Diagnostics & Research,USA,20575390000,20.5754B,21.7,184.96,-0.02,2
DH,Definitive Healthcare Corp,Healthcare,Health Information Services,USA,331470000,331.4700M,,2.34,0,0
DHI,D.R. Horton Inc,Consumer Discretionary,Residential Construction,USA,43359910000,43.3599B,13.59,149.67,-0.07,261
DHIL,"Diamond Hill Investment Group, Inc",Financials,Asset Management,USA,415230000,415.2300M,9.91,170.81,0,0
DHR,Danaher Corp,Healthcare,Diagnostics & Research,USA,1.56661E+11,156.6613B,43.94,221.79,-0.73,457
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,Financials,Closed-End Fund - Equity,USA,560780000,560.7800M,10.94,15.42,0,0
DIN,Dine Brands Global Inc,Consumer Discretionary,Restaurants,USA,519110000,519.1100M,16.1,35.99,1.95,60
DINO,HF Sinclair Corp,Energy,Oil & Gas Refining & Marketing,USA,9539560000,9.5396B,24.95,51.86,0,0
DIOD,"Diodes, Inc",Technology,Semiconductors,USA,2813730000,2.8137B,43.91,60.66,0,0
DIS,Walt Disney Co,Communication Services,Entertainment,USA,1.85425E+11,185.4253B,15.41,104.56,0.11,23869
DJCO,Daily Journal Corporation,Technology,Software - Application,USA,817690000,817.6900M,7.29,593.51,-0.16,510
DJT,Trump Media & Technology Group Corp,Communication Services,Internet Content & Information,USA,3431330000,3.4313B,,12.41,0.73,13753
DK,Delek US Holdings Inc,Energy,Oil & Gas Refining & Marketing,USA,1736690000,1.7367B,,28.92,0,0
DKL,Delek Logistics Partners LP,Energy,Oil & Gas Refining & Marketing,USA,2683110000,2.6831B,16.24,50.17,0,0
DKNG,DraftKings Inc,Consumer Discretionary,Gambling,USA,24701500000,24.7015B,,27.73,1.13,11907
DKS,"Dicks Sporting Goods, Inc",Consumer Discretionary,Specialty Retail,USA,18263760000,18.2638B,16.32,203,0,0
DLB,Dolby Laboratories Inc,Industrials,Specialty Business Services,USA,6162320000,6.1623B,26.02,64.5,0,0
DLO,DLocal Limited,Technology,Software - Infrastructure,USA,4070180000,4.0702B,23.06,13.81,-0.07,3442
DLTR,Dollar Tree Inc,Consumer Staples,Discount Stores,USA,23309570000,23.3096B,,117.22,0,109
DLX,Deluxe Corp,Industrials,Conglomerates,USA,1253010000,1.2530B,14.87,27.84,0,0
DLY,DoubleLine Yield Opportunities Fund,Financials,Closed-End Fund - Debt,USA,719840000,719.8400M,14.4,14.83,0,0
DMAA,Drugs Made In America Acquisition Corp,Financials,Shell Companies,USA,349920000,349.9200M,61.96,10.44,0,0
DMAC,DiaMedica Therapeutics Inc,Healthcare,Biotechnology,USA,425990000,425.9900M,,8.18,0,0
DMII,Drugs Made In America Acquisition II Corp,Financials,Shell Companies,USA,653780000,653.7800M,,9.97,0,0
DMLP,Dorchester Minerals LP,Energy,Oil & Gas E&P,USA,1159100000,1.1591B,21.33,24.02,0,0
DNA,Ginkgo Bioworks Holdings Inc,Healthcare,Biotechnology,USA,555010000,555.0100M,,9.16,0,0
DNLI,Denali Therapeutics Inc,Healthcare,Biotechnology,USA,3558850000,3.5589B,,22.79,0.22,52
DNOW,Dnow Inc,Industrials,Industrial Distribution,USA,2888890000,2.8889B,17.79,15.56,0,0
DNP,DNP Select Income Fund Inc,Financials,Closed-End Fund - Equity,USA,3787050000,3.7870B,8.74,10.05,0,0
DNTH,Dianthus Therapeutics Inc,Healthcare,Biotechnology,USA,2298600000,2.2986B,,53.18,0,0
DNUT,Krispy Kreme Inc,Consumer Staples,Grocery Stores,USA,534460000,534.4600M,,3.12,0,0
DOCN,DigitalOcean Holdings Inc,Technology,Software - Infrastructure,USA,5444700000,5.4447B,24.15,59.51,-0.5,8263
DOCS,Doximity Inc,Healthcare,Health Information Services,USA,7018770000,7.0188B,29.74,37.28,-0.03,1614
DOCU,DocuSign Inc,Technology,Software - Application,USA,10344080000,10.3441B,36.15,51.65,-0.67,7394
DORM,Dorman Products Inc,Consumer Discretionary,Auto Parts,USA,3868930000,3.8689B,15.76,126.59,0,0
DOV,Dover Corp,Industrials,Specialty Industrial Machinery,USA,28434610000,28.4346B,26.11,207.32,0,0
DOW,Dow Inc,Materials,Chemicals,USA,20491420000,20.4914B,,28.83,-0.17,11172
DOX,Amdocs Ltd,Technology,Software - Infrastructure,USA,8744990000,8.7450B,16.03,81.01,0,0
DPG,Duff & Phelps Utility and Infrastructure Fund Inc,Financials,Closed-End Fund - Equity,USA,487310000,487.3100M,5.81,13.35,0,0
DPZ,Dominos Pizza Inc,Consumer Discretionary,Restaurants,USA,13819870000,13.8199B,23.9,409,-0.05,364
DRDB,Roman DBDR Acquisition Corp. II,Financials,Shell Companies,USA,322310000,322.3100M,47.43,10.51,0,0
DRI,"Darden Restaurants, Inc",Consumer Discretionary,Restaurants,USA,23131470000,23.1315B,21.05,200.9,0,0
DRS,Leonardo DRS Inc,Industrials,Aerospace & Defense,USA,10760780000,10.7608B,41.03,40.45,0,0
DRUG,Bright Minds Biosciences Inc,Healthcare,Biotechnology,USA,765170000,765.1700M,,78.64,0,0
DRVN,Driven Brands Holdings Inc,Consumer Discretionary,Auto & Truck Dealerships,USA,2586860000,2.5869B,,15.73,0,0
DSGN,Design Therapeutics Inc,Healthcare,Biotechnology,USA,592990000,592.9900M,,10.41,0,0
DSGR,Distribution Solutions Group Inc,Industrials,Industrial Distribution,USA,1359560000,1.3596B,,29.41,0,0
DSL,Doubleline Income Solutions Fund,Financials,Closed-End Fund - Debt,USA,1309590000,1.3096B,11.91,11.43,0,0
DSM,BNY Mellon Strategic Municipal Bond Fund Inc,Financials,Closed-End Fund - Debt,USA,303990000,303.9900M,,6.15,0,0
DSP,Viant Technology Inc,Technology,Software - Application,USA,769810000,769.8100M,467.05,12.33,0,0
DSU,"BlackRock Debt Strategies Fund, Inc",Financials,Closed-End Fund - Debt,USA,567010000,567.0100M,12.89,10.18,0,0
DT,Dynatrace Inc,Technology,Software - Application,USA,11230440000,11.2304B,22.35,37.25,-2.1,8368
DTE,DTE Energy Co,Utilities,Utilities - Regulated Electric,USA,27480620000,27.4806B,19.82,132.32,-0.46,3
DTM,DT Midstream Inc,Energy,Oil & Gas Midstream,USA,12639080000,12.6391B,31.52,124.31,0,0
DUK,Duke Energy Corp,Utilities,Utilities - Regulated Electric,USA,92471700000,92.4717B,18.69,118.91,-0.49,1823
DUOL,Duolingo Inc,Technology,Software - Application,USA,6059240000,6.0592B,16.7,131.35,-0.44,5267
DV,DoubleVerify Holdings Inc,Communication Services,Advertising Agencies,USA,1715800000,1.7158B,40.45,10.65,0.47,10
DVA,DaVita Inc,Healthcare,Medical Care Facilities,USA,8789700000,8.7897B,12.56,124.5,11.97,21723
DVAX,Dynavax Technologies Corp,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1818910000,1.8189B,,15.49,0,0
DVLT,Datavault AI Inc,Technology,Software - Infrastructure,USA,376910000,376.9100M,,0.65,1.3,594287
DVN,Devon Energy Corp,Energy,Oil & Gas E&P,USA,25255100000,25.2551B,9.47,40.26,0.3,5844
DXC,DXC Technology Co,Technology,Information Technology Services,USA,2582050000,2.5821B,6.54,15.21,-0.46,416
DXCM,Dexcom Inc,Healthcare,Medical Devices,USA,28276180000,28.2762B,40.35,72.5,-0.04,1166
DXPE,"DXP Enterprises, Inc",Industrials,Industrial Distribution,USA,2107920000,2.1079B,25.5,134.44,0,0
DXYZ,Destiny Tech100 Inc,Financials,Asset Management,USA,484270000,484.2700M,18.92,33.56,8.78,39739
DY,"Dycom Industries, Inc",Industrials,Engineering & Construction,USA,11598340000,11.5983B,39.44,400.55,4.42,614
DYN,Dyne Therapeutics Inc,Healthcare,Biotechnology,USA,3035470000,3.0355B,,18.76,0,0
EA,"Electronic Arts, Inc",Communication Services,Electronic Gaming & Multimedia,USA,50946620000,50.9466B,59.54,203.7,0.05,435
EAD,Allspring Income Opportunities Fund,Financials,Closed-End Fund - Debt,USA,405960000,405.9600M,10.57,6.87,0,0
EAF,GrafTech International Ltd,Industrials,Electrical Equipment & Parts,USA,390660000,390.6600M,,15.13,0,0
EAT,"Brinker International, Inc",Consumer Discretionary,Restaurants,USA,7116120000,7.1161B,16.5,163.4,0.79,255
EB,Eventbrite Inc,Communication Services,Internet Content & Information,USA,433920000,433.9200M,,4.42,0,0
EBAY,EBay Inc,Consumer Discretionary,Internet Retail,USA,42393080000,42.3931B,20.41,93.79,0.01,232
EBC,Eastern Bankshares Inc,Financials,Banks - Regional,USA,5055150000,5.0552B,52.01,21.2,0,0
EBF,Ennis Inc,Industrials,Business Equipment & Supplies,USA,501050000,501.0500M,11.96,19.81,0,0
EBS,Emergent Biosolutions Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,606080000,606.0800M,8.92,11.54,-1.45,273
ECAT,BlackRock ESG Capital Allocation Term Trust,Financials,Closed-End Fund - Equity,USA,1538870000,1.5389B,7.67,15.49,0,0
ECC,Eagle Point Credit Company Inc,Financials,Closed-End Fund - Debt,USA,673790000,673.7900M,28.61,5.15,-0.77,10210
ECG,Everus Construction Group,Industrials,Engineering & Construction,USA,4623240000,4.6232B,25.59,90.64,0,0
ECL,"Ecolab, Inc",Materials,Specialty Chemicals,USA,80090540000,80.0905B,40.67,282.77,-0.31,75
ECPG,"Encore Capital Group, Inc",Financials,Credit Services,USA,1245880000,1.2459B,,55.86,0,0
ECVT,Ecovyst Inc,Materials,Specialty Chemicals,USA,1230270000,1.2303B,,10.79,0,0
ED,"Consolidated Edison, Inc",Utilities,Utilities - Regulated Electric,USA,37869360000,37.8694B,18.33,104.92,-0.47,288
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc,Financials,Closed-End Fund - Debt,USA,376420000,376.4200M,5.56,5.84,0,0
EE,Excelerate Energy Inc,Energy,Oil & Gas Midstream,USA,4109680000,4.1097B,31.76,36.04,0,0
EEFT,Euronet Worldwide Inc,Technology,Software - Infrastructure,USA,3038990000,3.0390B,10.55,72.28,0,0
EEX,Emerald Holding Inc,Communication Services,Advertising Agencies,USA,1060250000,1.0602B,248.15,5.36,0,0
EFR,Eaton Vance Senior Floating-Rate Trust,Financials,Closed-End Fund - Debt,USA,330070000,330.0700M,19.28,11.18,0,0
EFSC,Enterprise Financial Services Corp,Financials,Banks - Regional,USA,2172910000,2.1729B,11.06,58.71,0,0
EFT,Eaton Vance Floating-Rate Income Trust,Financials,Closed-End Fund - Debt,USA,302990000,302.9900M,23.75,11.4,0,0
EFX,"Equifax, Inc",Industrials,Consulting Services,USA,23781160000,23.7812B,36.83,194.3,-2.45,847
EGBN,Eagle Bancorp Inc (MD),Financials,Banks - Regional,USA,828220000,828.2200M,,27.27,0,0
EGY,"VAALCO Energy, Inc",Energy,Oil & Gas E&P,USA,518160000,518.1600M,18.14,4.97,0,0
EHAB,Enhabit Inc,Healthcare,Medical Care Facilities,USA,545040000,545.0400M,,10.77,0,0
EHC,Encompass Health Corp,Healthcare,Medical Care Facilities,USA,9440800000,9.4408B,17.73,93.83,0,0
EIG,Employers Holdings Inc,Financials,Insurance - Specialty,USA,1000770000,1.0008B,17.53,44.52,0,0
EIM,Eaton Vance Municipal Bond Fund,Financials,Closed-End Fund - Debt,USA,509870000,509.8700M,,9.93,0,0
EIX,Edison International,Utilities,Utilities - Regulated Electric,USA,23545120000,23.5451B,8.01,61.19,0.72,3348
EL,"Estee Lauder Cos., Inc",Consumer Staples,Household & Personal Products,USA,43063050000,43.0630B,,119.5,0.62,3338
ELA,Envela Corp,Consumer Discretionary,Luxury Goods,USA,340640000,340.6400M,33.42,13.12,0,0
ELAN,Elanco Animal Health Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,12297370000,12.2974B,339.51,24.75,0,0
ELF,e.l.f. Beauty Inc,Consumer Staples,Household & Personal Products,USA,5128760000,5.1288B,60.95,86,-0.17,1359
ELV,Elevance Health Inc,Healthcare,Healthcare Plans,USA,75094480000,75.0945B,13.46,337.9,-1.15,147
ELVN,Enliven Therapeutics Inc,Healthcare,Biotechnology,USA,1671810000,1.6718B,,28.17,0,0
EMAT,Evolution Metals & Technologies Corp,Materials,Other Industrial Metals & Mining,USA,4266180000,4.2662B,,7.19,0.42,187
EMBC,Embecta Corp,Healthcare,Medical Instruments & Supplies,USA,647780000,647.7800M,6.72,10.94,0,0
EMD,Western Asset Emerging Markets Debt Fund Inc,Financials,Closed-End Fund - Debt,USA,635370000,635.3700M,7.92,10.93,0,0
EME,"Emcor Group, Inc",Industrials,Engineering & Construction,USA,32753840000,32.7538B,29.43,731.67,0,0
EMN,Eastman Chemical Co,Materials,Specialty Chemicals,USA,8182230000,8.1822B,17.52,71.73,0.35,255
EMO,ClearBridge Energy Midstream Opportunity Fund Inc,Financials,Closed-End Fund - Equity,USA,872590000,872.5900M,,47.97,0,0
EMR,Emerson Electric Co,Industrials,Specialty Industrial Machinery,USA,83730660000,83.7307B,36.83,149.04,0.28,817
ENOV,Enovis Corp,Healthcare,Medical Devices,USA,1267890000,1.2679B,,22.17,0,0
ENPH,Enphase Energy Inc,Technology,Solar,USA,4802550000,4.8026B,25.39,36.7,0.63,16288
ENR,Energizer Holdings Inc,Industrials,Electrical Equipment & Parts,USA,1537350000,1.5373B,6.75,22.42,-0.4,5
ENS,Enersys,Industrials,Electrical Equipment & Parts,USA,6901640000,6.9016B,21.86,186.99,0.39,282
ENSG,Ensign Group Inc,Healthcare,Medical Care Facilities,USA,9995500000,9.9955B,30.71,172.56,0,0
ENTA,Enanta Pharmaceuticals Inc,Healthcare,Biotechnology,USA,382750000,382.7500M,,13.19,0,0
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,USA,18266290000,18.2663B,63.5,120.49,0.85,627
ENVA,Enova International Inc,Financials,Credit Services,USA,4295440000,4.2954B,15,173.73,0.79,319
ENVX,Enovix Corporation,Industrials,Electrical Equipment & Parts,USA,1497760000,1.4978B,,6.94,1.31,18141
EOG,"EOG Resources, Inc",Energy,Oil & Gas E&P,USA,58823100000,58.8231B,10.79,108.41,0,458
EOI,Eaton Vance Enhanced Equity Income Fund,Financials,Closed-End Fund - Equity,USA,859400000,859.4000M,8.66,20.96,0,0
EOLS,Evolus Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,317620000,317.6200M,,4.9,-0.2,740
EOS,Eaton Vance Enhanced Equity Income Fund II,Financials,Closed-End Fund - Equity,USA,1195380000,1.1954B,8.21,22.57,0,0
EOSE,Eos Energy Enterprises Inc,Industrials,Electrical Equipment & Parts,USA,4699430000,4.6994B,,14.5,2.69,102709
EPAC,Enerpac Tool Group Corp,Industrials,Specialty Industrial Machinery,USA,2183880000,2.1839B,24.84,41.38,0,0
EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA,11715850000,11.7158B,32.37,212.08,0.79,31
EPC,Edgewell Personal Care Co,Consumer Staples,Household & Personal Products,USA,913750000,913.7500M,37.64,19.56,0,0
EPD,Enterprise Products Partners L P,Energy,Oil & Gas Midstream,USA,71389590000,71.3896B,12.49,33,-0.3,2615
EQBK,Equity Bancshares Inc,Financials,Banks - Regional,USA,899070000,899.0700M,35.82,47.13,0,0
EQH,Equitable Holdings Inc,Financials,Asset Management,USA,13395370000,13.3954B,,46.75,0,0
EQPT,Equipmentshare.Com Inc,Industrials,Rental & Leasing Services,USA,8302290000,8.3023B,,33.04,0,0
EQT,EQT Corp,Energy,Oil & Gas E&P,USA,34111710000,34.1117B,18.65,54.66,-0.16,3485
ERAS,Erasca Inc,Healthcare,Biotechnology,USA,3321870000,3.3219B,,10.73,1.13,107
ERIE,Erie Indemnity Co,Financials,Insurance Brokers,USA,13129580000,13.1296B,22.92,281.93,0,0
